Model,m,Variant,AUROC,Accuracy,Pairwise_Accuracy,Precision,Recall,F1_Score,Pairs,CorrectPairs
microsoft/graphcodebert-base,8,variant_4_full_processed.csv,0.5915241936187191,0.5945146014206788,0.5945146014206788,0.5945146014206788,0.5945146014206788,0.5945146014206788,5068,3013
microsoft/graphcodebert-base,8,variant_5_full_processed.csv,0.45634179811236475,0.457379636937648,0.457379636937648,0.457379636937648,0.457379636937648,0.457379636937648,5068,2318
microsoft/graphcodebert-base,8,variant_6_full_processed.csv,0.4660605310009599,0.46625887924230464,0.46625887924230464,0.46625887924230464,0.46625887924230464,0.46625887924230464,5068,2363
microsoft/graphcodebert-base,8,variant_7_full_processed.csv,0.5967015324031998,0.5986582478295186,0.5986582478295186,0.5986582478295186,0.5986582478295186,0.5986582478295186,5068,3034
microsoft/graphcodebert-base,8,variant_8_full_processed.csv,0.5371124426273878,0.5300967041641997,0.5300967041641997,0.5300967041641997,0.5300967041641997,0.5300967041641997,5067,2686
microsoft/graphcodebert-base,8,variant_9_full_processed.csv,0.6263934405861009,0.6252220248667851,0.6252220248667851,0.6252220248667851,0.6252220248667851,0.6252220248667851,5067,3168
microsoft/graphcodebert-base,8,variant_10_full_processed.csv,0.5059452010904677,0.48865206236431813,0.48865206236431813,0.48865206236431813,0.48865206236431813,0.48865206236431813,5067,2476
microsoft/graphcodebert-base,8,variant_11_full_processed.csv,0.6166272280256079,0.6227308602999211,0.6227308602999211,0.6227308602999211,0.6227308602999211,0.6227308602999211,5068,3156
microsoft/graphcodebert-base,8,variant_12_full_processed.csv,0.6441410627619076,0.648776637726914,0.648776637726914,0.648776637726914,0.648776637726914,0.648776637726914,5068,3288
microsoft/graphcodebert-base,8,variant_13_full_processed.csv,0.4243705493028508,0.42609038879021116,0.42609038879021116,0.42609038879021116,0.42609038879021116,0.42609038879021116,5067,2159
Salesforce/codet5-base,2,variant_1_full_processed.csv,0.45298161655004177,0.44376479873717445,0.44376479873717445,0.44376479873717445,0.44376479873717445,0.44376479873717445,5068,2249
Salesforce/codet5-base,2,variant_4_full_processed.csv,0.46995836886691433,0.47750591949486976,0.47750591949486976,0.47750591949486976,0.47750591949486976,0.47750591949486976,5068,2420
Salesforce/codet5-base,2,variant_5_full_processed.csv,0.4190424979551969,0.420284135753749,0.420284135753749,0.420284135753749,0.420284135753749,0.420284135753749,5068,2130
Salesforce/codet5-base,2,variant_6_full_processed.csv,0.4187946259209402,0.409431728492502,0.409431728492502,0.409431728492502,0.409431728492502,0.409431728492502,5068,2075
Salesforce/codet5-base,2,variant_7_full_processed.csv,0.5108085483361563,0.5155880031570639,0.5155880031570639,0.5155880031570639,0.5155880031570639,0.5155880031570639,5068,2613
Salesforce/codet5-base,2,variant_8_full_processed.csv,0.4827988592100119,0.48687586343003747,0.48687586343003747,0.48687586343003747,0.48687586343003747,0.48687586343003747,5067,2467
Salesforce/codet5-base,2,variant_9_full_processed.csv,0.5727107363266315,0.5784487862640616,0.5784487862640616,0.5784487862640616,0.5784487862640616,0.5784487862640616,5067,2931
Salesforce/codet5-base,2,variant_10_full_processed.csv,0.46186673861357086,0.45312808367870533,0.45312808367870533,0.45312808367870533,0.45312808367870533,0.45312808367870533,5067,2296
Salesforce/codet5-base,2,variant_11_full_processed.csv,0.46870144955207443,0.4696132596685083,0.4696132596685083,0.4696132596685083,0.4696132596685083,0.4696132596685083,5068,2380
Salesforce/codet5-base,2,variant_12_full_processed.csv,0.47270199478100206,0.4696132596685083,0.4696132596685083,0.4696132596685083,0.4696132596685083,0.4696132596685083,5068,2380
Salesforce/codet5-base,2,variant_13_full_processed.csv,0.434762401697654,0.4397079139530294,0.4397079139530294,0.4397079139530294,0.4397079139530294,0.4397079139530294,5067,2228
Salesforce/codet5-base,4,variant_1_full_processed.csv,0.5332195830470401,0.5392659826361483,0.5392659826361483,0.5392659826361483,0.5392659826361483,0.5392659826361483,5068,2733
Salesforce/codet5-base,4,variant_4_full_processed.csv,0.5323827983621641,0.5410418310970797,0.5410418310970797,0.5410418310970797,0.5410418310970797,0.5410418310970797,5068,2742
Salesforce/codet5-base,4,variant_5_full_processed.csv,0.4478408560701531,0.45343330702446727,0.45343330702446727,0.45343330702446727,0.45343330702446727,0.45343330702446727,5068,2298
Salesforce/codet5-base,4,variant_6_full_processed.csv,0.43533703277104624,0.43271507498026834,0.43271507498026834,0.43271507498026834,0.43271507498026834,0.43271507498026834,5068,2193
Salesforce/codet5-base,4,variant_7_full_processed.csv,0.5580626370080404,0.5526835043409629,0.5526835043409629,0.5526835043409629,0.5526835043409629,0.5526835043409629,5068,2801
Salesforce/codet5-base,4,variant_8_full_processed.csv,0.4962693512614798,0.4953621472271561,0.4953621472271561,0.4953621472271561,0.4953621472271561,0.4953621472271561,5067,2510
Salesforce/codet5-base,4,variant_9_full_processed.csv,0.5801511570493185,0.5873297809354647,0.5873297809354647,0.5873297809354647,0.5873297809354647,0.5873297809354647,5067,2976
Salesforce/codet5-base,4,variant_10_full_processed.csv,0.44128537475468355,0.4369449378330373,0.4369449378330373,0.4369449378330373,0.4369449378330373,0.4369449378330373,5067,2214
Salesforce/codet5-base,4,variant_11_full_processed.csv,0.5506424388381157,0.5509076558800315,0.5509076558800315,0.5509076558800315,0.5509076558800315,0.5509076558800315,5068,2792
Salesforce/codet5-base,4,variant_12_full_processed.csv,0.5666518809074255,0.5728097868981847,0.5728097868981847,0.5728097868981847,0.5728097868981847,0.5728097868981847,5068,2903
Salesforce/codet5-base,4,variant_13_full_processed.csv,0.41474819615689335,0.4158279060588119,0.4158279060588119,0.4158279060588119,0.4158279060588119,0.41582790605881187,5067,2107
Salesforce/codet5-base,8,variant_1_full_processed.csv,0.6071040401447964,0.6195737963693765,0.6195737963693765,0.6195737963693765,0.6195737963693765,0.6195737963693765,5068,3140
Salesforce/codet5-base,8,variant_4_full_processed.csv,0.6050320222713792,0.6191791633780585,0.6191791633780585,0.6191791633780585,0.6191791633780585,0.6191791633780585,5068,3138
Salesforce/codet5-base,8,variant_5_full_processed.csv,0.48086199354134984,0.48520126282557224,0.48520126282557224,0.48520126282557224,0.48520126282557224,0.48520126282557224,5068,2459
Salesforce/codet5-base,8,variant_6_full_processed.csv,0.4497415068252508,0.44277821625887925,0.44277821625887925,0.44277821625887925,0.44277821625887925,0.44277821625887925,5068,2244
Salesforce/codet5-base,8,variant_7_full_processed.csv,0.5886259421200793,0.5966850828729282,0.5966850828729282,0.5966850828729282,0.5966850828729282,0.5966850828729282,5068,3024
Salesforce/codet5-base,8,variant_8_full_processed.csv,0.4985939739638051,0.495954213538583,0.495954213538583,0.495954213538583,0.495954213538583,0.495954213538583,5067,2513
Salesforce/codet5-base,8,variant_9_full_processed.csv,0.5915451326022497,0.5928557331754489,0.5928557331754489,0.5928557331754489,0.5928557331754489,0.5928557331754489,5067,3004
Salesforce/codet5-base,8,variant_10_full_processed.csv,0.4546297299237387,0.45332543911584766,0.45332543911584766,0.45332543911584766,0.45332543911584766,0.45332543911584766,5067,2297
Salesforce/codet5-base,8,variant_11_full_processed.csv,0.6305484362940257,0.6424625098658248,0.6424625098658248,0.6424625098658248,0.6424625098658248,0.6424625098658248,5068,3256
Salesforce/codet5-base,8,variant_12_full_processed.csv,0.6568517218706413,0.6669297553275454,0.6669297553275454,0.6669297553275454,0.6669297553275454,0.6669297553275454,5068,3380
Salesforce/codet5-base,8,variant_13_full_processed.csv,0.42305741703369437,0.43003749753305703,0.43003749753305703,0.43003749753305703,0.43003749753305703,0.43003749753305703,5067,2179
