Model,m,Variant,AUROC,Accuracy,Pairwise_Accuracy,Precision,Recall,F1_Score,Pairs,CorrectPairs
microsoft/graphcodebert-base,4,variant_7_full_processed.csv,0.5911242266968753,0.5986582478295186,0.5986582478295186,0.5986582478295186,0.5986582478295186,0.5986582478295186,5068,3034
microsoft/graphcodebert-base,4,variant_8_full_processed.csv,0.5703915080841531,0.5628577067298204,0.5628577067298204,0.5628577067298204,0.5628577067298204,0.5628577067298204,5067,2852
microsoft/graphcodebert-base,4,variant_9_full_processed.csv,0.6577092537265299,0.6739688178409315,0.6739688178409315,0.6739688178409315,0.6739688178409315,0.6739688178409315,5067,3415
microsoft/graphcodebert-base,4,variant_10_full_processed.csv,0.5091430252029553,0.5008880994671403,0.5008880994671403,0.5008880994671403,0.5008880994671403,0.5008880994671403,5067,2538
microsoft/graphcodebert-base,4,variant_11_full_processed.csv,0.5802954522518998,0.5840568271507498,0.5840568271507498,0.5840568271507498,0.5840568271507498,0.5840568271507498,5068,2960
microsoft/graphcodebert-base,4,variant_12_full_processed.csv,0.5885177840251818,0.596093133385951,0.596093133385951,0.596093133385951,0.596093133385951,0.596093133385951,5068,3021
microsoft/graphcodebert-base,4,variant_13_full_processed.csv,0.3894569430378926,0.3951055851588711,0.3951055851588711,0.3951055851588711,0.3951055851588711,0.3951055851588711,5067,2002
microsoft/graphcodebert-base,8,variant_1_full_processed.csv,0.6266269461448998,0.6355564325177585,0.6355564325177585,0.6355564325177585,0.6355564325177585,0.6355564325177585,5068,3221
microsoft/graphcodebert-base,8,variant_4_full_processed.csv,0.6299010256097188,0.6398973954222573,0.6398973954222573,0.6398973954222573,0.6398973954222573,0.6398973954222573,5068,3243
microsoft/graphcodebert-base,8,variant_5_full_processed.csv,0.4933592175614484,0.48658247829518547,0.48658247829518547,0.48658247829518547,0.48658247829518547,0.48658247829518547,5068,2466
microsoft/graphcodebert-base,8,variant_6_full_processed.csv,0.5180965273231175,0.5280189423835833,0.5280189423835833,0.5280189423835833,0.5280189423835833,0.5280189423835833,5068,2676
microsoft/graphcodebert-base,8,variant_7_full_processed.csv,0.6023637332592449,0.6057616416732439,0.6057616416732439,0.6057616416732439,0.6057616416732439,0.6057616416732439,5068,3070
microsoft/graphcodebert-base,8,variant_8_full_processed.csv,0.566154189086295,0.5687783698440892,0.5687783698440892,0.5687783698440892,0.5687783698440892,0.5687783698440892,5067,2882
microsoft/graphcodebert-base,8,variant_9_full_processed.csv,0.6416998990710195,0.6544306295638445,0.6544306295638445,0.6544306295638445,0.6544306295638445,0.6544306295638445,5067,3316
microsoft/graphcodebert-base,8,variant_10_full_processed.csv,0.48923450823110826,0.48509966449575687,0.48509966449575687,0.48509966449575687,0.48509966449575687,0.48509966449575687,5067,2458
microsoft/graphcodebert-base,8,variant_11_full_processed.csv,0.6554356022498129,0.6623914759273876,0.6623914759273876,0.6623914759273876,0.6623914759273876,0.6623914759273876,5068,3357
microsoft/graphcodebert-base,8,variant_12_full_processed.csv,0.6648986568773597,0.675217048145225,0.675217048145225,0.675217048145225,0.675217048145225,0.675217048145225,5068,3422
microsoft/graphcodebert-base,8,variant_13_full_processed.csv,0.4101693708490167,0.41049930925597,0.41049930925597,0.41049930925597,0.41049930925597,0.41049930925597,5067,2080
Salesforce/codet5-base,2,variant_1_full_processed.csv,0.4344251642539131,0.43330702446724545,0.43330702446724545,0.43330702446724545,0.43330702446724545,0.43330702446724545,5068,2196
Salesforce/codet5-base,2,variant_4_full_processed.csv,0.4398525164316207,0.44001578531965274,0.44001578531965274,0.44001578531965274,0.44001578531965274,0.4400157853196527,5068,2230
Salesforce/codet5-base,2,variant_5_full_processed.csv,0.4231649254433314,0.42580899763220204,0.42580899763220204,0.42580899763220204,0.42580899763220204,0.42580899763220204,5068,2158
Salesforce/codet5-base,2,variant_6_full_processed.csv,0.4231408059545665,0.4183109707971586,0.4183109707971586,0.4183109707971586,0.4183109707971586,0.4183109707971586,5068,2120
Salesforce/codet5-base,2,variant_7_full_processed.csv,0.5264287497453729,0.5278216258879243,0.5278216258879243,0.5278216258879243,0.5278216258879243,0.5278216258879243,5068,2675
Salesforce/codet5-base,2,variant_8_full_processed.csv,0.46050552359581526,0.4592461022301164,0.4592461022301164,0.4592461022301164,0.4592461022301164,0.4592461022301164,5067,2327
Salesforce/codet5-base,2,variant_9_full_processed.csv,0.5643942319553079,0.5739096112097888,0.5739096112097888,0.5739096112097888,0.5739096112097888,0.5739096112097888,5067,2908
Salesforce/codet5-base,2,variant_10_full_processed.csv,0.46432509328617994,0.45628577067298204,0.45628577067298204,0.45628577067298204,0.45628577067298204,0.45628577067298204,5067,2312
Salesforce/codet5-base,2,variant_11_full_processed.csv,0.44322836884822614,0.43764798737174426,0.43764798737174426,0.43764798737174426,0.43764798737174426,0.43764798737174426,5068,2218
Salesforce/codet5-base,2,variant_12_full_processed.csv,0.43462886589268346,0.43606945540647196,0.43606945540647196,0.43606945540647196,0.43606945540647196,0.43606945540647196,5068,2210
Salesforce/codet5-base,2,variant_13_full_processed.csv,0.3952100663035592,0.3958950069074403,0.3958950069074403,0.3958950069074403,0.3958950069074403,0.3958950069074403,5067,2006
Salesforce/codet5-base,4,variant_1_full_processed.csv,0.5092305419771768,0.5076953433307024,0.5076953433307024,0.5076953433307024,0.5076953433307024,0.5076953433307024,5068,2573
Salesforce/codet5-base,4,variant_4_full_processed.csv,0.5088918763225811,0.5088792423046566,0.5088792423046566,0.5088792423046566,0.5088792423046566,0.5088792423046566,5068,2579
Salesforce/codet5-base,4,variant_5_full_processed.csv,0.44062696810356267,0.43823993685872137,0.43823993685872137,0.43823993685872137,0.43823993685872137,0.43823993685872137,5068,2221
Salesforce/codet5-base,4,variant_6_full_processed.csv,0.46530227578959305,0.4654696132596685,0.4654696132596685,0.4654696132596685,0.4654696132596685,0.4654696132596685,5068,2359
Salesforce/codet5-base,4,variant_7_full_processed.csv,0.5764151929964012,0.5883977900552486,0.5883977900552486,0.5883977900552486,0.5883977900552486,0.5883977900552486,5068,2982
Salesforce/codet5-base,4,variant_8_full_processed.csv,0.48903323840252483,0.495954213538583,0.495954213538583,0.495954213538583,0.495954213538583,0.495954213538583,5067,2513
Salesforce/codet5-base,4,variant_9_full_processed.csv,0.5739451718006929,0.5825932504440497,0.5825932504440497,0.5825932504440497,0.5825932504440497,0.5825932504440497,5067,2952
Salesforce/codet5-base,4,variant_10_full_processed.csv,0.46408837971419803,0.4716794947700809,0.4716794947700809,0.4716794947700809,0.4716794947700809,0.4716794947700809,5067,2390
Salesforce/codet5-base,4,variant_11_full_processed.csv,0.528501429493381,0.5325572217837411,0.5325572217837411,0.5325572217837411,0.5325572217837411,0.5325572217837411,5068,2699
Salesforce/codet5-base,4,variant_12_full_processed.csv,0.5203179536519593,0.5203235990528808,0.5203235990528808,0.5203235990528808,0.5203235990528808,0.5203235990528808,5068,2637
Salesforce/codet5-base,4,variant_13_full_processed.csv,0.39369245089941224,0.38997434379317153,0.38997434379317153,0.38997434379317153,0.38997434379317153,0.3899743437931715,5067,1976
Salesforce/codet5-base,8,variant_1_full_processed.csv,0.5806967429229253,0.5878058405682715,0.5878058405682715,0.5878058405682715,0.5878058405682715,0.5878058405682715,5068,2979
Salesforce/codet5-base,8,variant_4_full_processed.csv,0.5735414697914208,0.5783346487766378,0.5783346487766378,0.5783346487766378,0.5783346487766378,0.5783346487766378,5068,2931
Salesforce/codet5-base,8,variant_5_full_processed.csv,0.47848954300440605,0.47592738752959746,0.47592738752959746,0.47592738752959746,0.47592738752959746,0.47592738752959746,5068,2412
Salesforce/codet5-base,8,variant_6_full_processed.csv,0.47780171903626073,0.47513812154696133,0.47513812154696133,0.47513812154696133,0.47513812154696133,0.47513812154696133,5068,2408
Salesforce/codet5-base,8,variant_7_full_processed.csv,0.6108232692057318,0.6148382004735596,0.6148382004735596,0.6148382004735596,0.6148382004735596,0.6148382004735596,5068,3116
Salesforce/codet5-base,8,variant_8_full_processed.csv,0.509030520529542,0.5133214920071048,0.5133214920071048,0.5133214920071048,0.5133214920071048,0.5133214920071048,5067,2601
Salesforce/codet5-base,8,variant_9_full_processed.csv,0.5827829913187367,0.5920663114268798,0.5920663114268798,0.5920663114268798,0.5920663114268798,0.5920663114268798,5067,3000
Salesforce/codet5-base,8,variant_10_full_processed.csv,0.46832246593106486,0.47325833826721925,0.47325833826721925,0.47325833826721925,0.47325833826721925,0.47325833826721925,5067,2398
Salesforce/codet5-base,8,variant_11_full_processed.csv,0.6052203839931626,0.6108918705603789,0.6108918705603789,0.6108918705603789,0.6108918705603789,0.6108918705603789,5068,3096
Salesforce/codet5-base,8,variant_12_full_processed.csv,0.6134128340753596,0.6187845303867403,0.6187845303867403,0.6187845303867403,0.6187845303867403,0.6187845303867403,5068,3136
Salesforce/codet5-base,8,variant_13_full_processed.csv,0.4347445824530334,0.4363528715216104,0.4363528715216104,0.4363528715216104,0.4363528715216104,0.4363528715216104,5067,2211
